emotion;text;rand
disgust;"I saw in an ice-cream kiosque a cockroach walking through a 
cornet.";0.444999774
fear;i like it but at the same time i feel strange a little bit;0.539406617
sadness;i feel like all of the pain and hurt and terrible things in my life have died and its time to be free;0.758859427
disgust;"I saw a man falling on the walkway. He seemed half dead, and was 
immobile. I felt disgust for the people who passed by without 
doing anything to help.";0.07558406
fear;i also start feeling agitated and even melancholy;0.66179736
anger;i feel resentful at some points;0.267643443
disgust;"The transport to pick us up for lunch was always late and the 
driver made the same excuse every day.";0.672640841
anger;i feel so bitchy anyways but then again my temper is sort of running short these days;0.034306238
surprise;i am so thankful and feeling so amazed at what our bodies are capable of with help and training;0.816700823
sadness;i feel so low trying not to but living life silo;0.633139318
surprise;i feeled surprised;0.452785144
disgust;I was disgusted at the behavior of these boys I work with in the scouting program. They showed a lack of interest, unrest, and at times just plain rude behavior.;0.279677106
anger;im feel grouchy and angry and that is not a good combination and the being sick thing just makes it x worse;0.54477955
sadness;i feel like marvin the robot from the hitchhikers guide to the galaxy only more morose;0.514333398
sadness;i feel like my brain is the unfortunate drawer in your house;0.07970036
surprise;i hoped cause i didnt get the feeling that i impressed them very much i nearly caused a car accident while driving today but other than those two mishaps its been a super weekend;0.664560513
fear;i ended up working a day and a half out of days off and ended up feeling pressured and underappreciated i m not even sure my efforts will get any recognition from anyone;0.255355974
joy;i feel the need to spend money on clothes again i will invest in a very precious designer basic or another leather jacket and swap it against a similar item thats already there so the number of black basics on my rack stays the same;0.344349704
anger;ive been feeling loggy and irritable for a couple weeks now which i am content to largely ascribe to the whole just moved and building a comfort zone part of my brain;0.125507454
surprise;i have the pleasure of working with made me feel any less because i m a writer and editor if anything i ve been pleasantly surprised by the level of respect they have for what i do;0.372547778
disgust;"In autumn I had to move to another lodging. My landlords, quite 
intelligent people, warned me I had to move in the nearest 
future. But I had difficulties in moving my luggage because I 
couldn't wait for a car to come. How amazed I was to hear them 
threatening me they would throw our my things. And at that my 
luggage was well packed and did not stand in their way. I was 
quite disappointed and disgusted.";0.136250527
anger;i feel like the things that ally tortured me with is just karma;0.782110816
fear;i was so damn tired because i barely got any sleep due to my claustrophobia and i feel the most vulnerable at night;0.183704056
sadness;i am used to people who disappoint of feeling heartbroken and things changing;0.607956947
surprise;i feel that the concert was an amazing experience connecting with the older generations emotions and joyful memories of music they would listen too;0.73878395
joy;i got up this morning feeling energetic;0.436004985
surprise;i feel they must have been impressed with my interviews if they hired me knowing that i would be away in a very crucial part of the beginning;0.964334852
joy;i do hope that you feel somewhat successful in accomplishing your goal;0.384574081
joy;i worked on a lot of techniques this past saturday and i feel confident in my ability to capture my first world championship;0.728401215
fear;i feel as if it can only do myself and my work a disservice thinking less of them being neurotic doubtful;0.809249315
disgust;"I was driving along and saw this young guy urinating into the 
gutter, in broad daylight.";0.669751215
disgust;"When after a storm in the country, I left my shelter and saw a 
big, fat, slimy green toad by my side.";0.054815824
fear;i could sense that feeling in him that i became less fearful;0.956600423
sadness;i must say that i go through many moments of feeling discontent because of where im at;0.591668868
sadness;i feel a little embarrassed to be admitting this to all my friends family and acquainta;0.736836951
disgust;"When I watched a film about the problems of abandoned children 
(PIXOTE).";0.522953612
anger;i feel entirely dissatisfied;0.136298482
fear;i wouldve kept feeling completely unsure of myself and my future;0.434492989
fear;i shifted some a bit earlier and am just feeling insecure after my last mile attempt that ended at miles;0.909824328
surprise;i feel like laying next to you again firstly i was shocked what was he doing texting me why was he even thinking about me;0.641856711
fear;i believe this means i have a special relationship with myself but of course my british side feels a bit paranoid about that;0.631055404
sadness;i should force my hand to find a resolution for it all i cant help but feel it would be in vain with bc coming and everyone so busy doing their own little thing;0.348598348
sadness;i feel terrible when some one loses their life;0.8939107
fear;i feel a little bit nervous;0.911822236
sadness;i need to learn to have to feel this much pain and suffering;0.493411291
surprise;im feeling still a little shocked that i am even pregnant;0.975733407
joy;i remember my friend dips telling me that not many ticks survive eggs may hatch but not many will reach adulthood so i m really feeling content with myself;0.083439895
sadness;i was just left there feeling dumb and trying not to do anything i normally did because it could be the quirk;0.84607625
surprise;i came in with low expectations and a vaguely bad feeling and was pleasantly surprised;0.504307557
disgust;"A student who lives in the same house where I live is an alcoholic. He 
tries to manipulate other people with his money when he has drunk 
too much.";0.596092735
surprise;i feel a strange presence;0.142817651
sadness;im not sure if im just physically and mentally exhausted knowing lots and lots of people have it way worse than i do or if it was just how i was feeling from the rigors of the week but that hug and moment between the boy and teller was enough to make me weepy;0.805605748
sadness;i miss her and many days spent just feeling the aching void so any amount of time that can be spent enjoying life laughing and living it to the fullest is a god send;0.021439825
sadness;i am feeling stressed that i will go blank and not be able to perform the day we do our exams;0.526526831
surprise;i feel shocked dancing on screen ileana description i feel shocked dancing on screen ileana width height break case vimeo window;0.078519567
fear;i am feeling alarmed now so i need to stop and bring my breathing back to a calm zen like serenity;0.174372612
fear;i feel judged and pressured to be someone im not because of this;0.828376533
disgust;In a disco, there was a dirty little chap who punched my bottom.;0.867228543
joy;i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear;0.253965985
anger;i feel offended for even watching it im not saying it;0.625715741
anger;i have more to blog about when im feeling dissatisfied and now that i have a tenure track job i am a lot more happy with life;0.182999874
anger;i feel them helping me though they know i m a stubborn brat so they don t bother and i would decline any help;0.556839461
surprise;i had to admit it feels a little strange thinking that next week i will be at home getting ready for the baby to come rather than working at tracycakes;0.153524617
sadness;i am saying is im trying to learn what to do when i feel like theres not enough time in one day let alone a whole lifetime to do what is required of me;0.896000774
surprise;i had not expected to feel a connection with the car when i got in and drove it but boy was i surprised;0.444858195
joy;i still haven t locked anything down and i ve been hunting for a job for about a month but i m just feeling so pleased at how the process is moving along so far;0.749300803
joy;i feel rich or that i somehow won a prize is that a sign of a shopoholic;0.086618515
anger;i get the feeling that they can be as vicious as any black and perhaps even more so;0.678687775
surprise;i feel cause all of the most amazing poets that ive ever and when i use the word poet i mean ben webster or billie holiday or maya pelisetskaya or the incredible carmen amaya;0.280150776
fear;ive seen friends and family members go through the pain of losing a child and i always feel helpless wondering what i could possibly do to ease their sorrow;0.070801962
joy;i thought wed have to wait a little longer for some kind of trailer but it seems that last night the bbc were feeling generous and gave us a tiny teaser for series of doctor who;0.502767846
anger;i was feeling a bit frustrated;0.942331911
sadness;i feel neglectful;0.597603838
surprise;i purple month doesnt feel surprised in fact zhuo feng up many pupils all clear xiao her identity dont even say main star feng of young;0.212602418
disgust;A man whom I like, was drunk and tried to molest me.;0.86048947
surprise;i am not interested in raising my family somewhere where ordinary citizens feel some strange need to open carry guns on their thighs;0.036334951
disgust;"With a woman who had walked into my place of employment and 
urinated on the floor in front of everyone.";0.528994689
joy;i have a feeling thats not perfect latin for the fiery one but we didnt care;0.28469647
joy;i feel so blessed and privileged to have this opportunity to connect with you;0.432793953
anger;i thought id alwayz feel held back dissatisfied angry;0.772803003
joy;i have begun to feel as though i have valuable contributions and insights to make within a network of professionals;0.126965105
joy;i think it has to do with because he gets invited to go to bars and stuff like that so they feel more friendly with him;0.278331657
sadness;i feel abit stupid for writing out my opinions for everything haha;0.911487821
joy;i feel so joyful about my relationship i just cant contain it;0.343745762
fear;i feel like hes only suspicious about it because my writing skills especially around this subject are very concise and sophisticated;0.214030944
surprise;i had isaac i started feeling strange;0.850271827
sadness;im feeling so groggy still;0.232046827
disgust;I am disgusted with liers, hypocrites, slanderers, flunkeys.;0.77134311
fear;i could feel it i was so scared that i kept saying yes the anesthesiologist finally told me that i was bleeding because he poked me too much and that they had already cut me open;0.16657482
disgust;A man was unfair to a girlfriend of mine.;0.687393363
joy;i feel respected and welcomed;0.602260353
joy;i feel relaxed and productive;0.442005337
fear;i feel weird knowing that they all watch television and they would be doing normal stuff like drinking coke and rooting for brazil in the world cup;0.899114746
joy;i am feeling happy and positive again my bowel on the other hand has again become a grumbling mess and the back and hip pain is slowly creeping back into my life;0.134856338
anger;i still cannot nor care to see anything in regards to sex it makes me feel violent inside and i start crying;0.061953398
fear;i feel really paranoid about everything;0.788960166
surprise;i was feeling so weird in my mouth;0.854030754
surprise;i remember feeling a bit impressed and also thankful when i understood these things;0.724755435
fear;i would not feel as shaken if i were appreciated for at least a tiny bit;0.506761259
disgust;"One day I was going through the street door of my house, when a 
man asked me for a doctor. He then showed me his genitals and 
asked me to cure him myself.";0.034055561
sadness;i feel so foolish hoping for anything more in this life but then i think about how the wrong side wins when we lose our hope or faith;0.358246244
fear;i feel like all of my other semester have had me terrified;0.914940258
joy;i feel as though i am merely clever enough to know how inadequate i am but not smart enough to do something about it thats worthwhile;0.025705867
disgust;"With a Manager who insists on making crude innuendos pertaining 
to sex.";0.170196731
disgust;"When I heard that one of my good friends, when at a party, had 
got herself involved with some very undesirable characters and 
was experimenting with drugs.";0.888803249
anger;i feel stressed all the time but i think when competent people get bored they get stressed but for no reason;0.546199009
joy;i will honor the schoolchildren that have lost their lives due to gun violence by trying my best to make sure that every child in my classroom feels respected and valued;0.582844782
joy;i feel triumphant for some reason;0.156063293
sadness;i am alone in feeling rejected;0.389268271
anger;i already have two of these so i um feeling greedy ud says designer sandy powell in an edith head moment while receiving the oscar for costume design for the young victoria;0.165152763
anger;i dont sense that i am feeling enraged until i throw something but i am getting better at recognizing the signs;0.261242278
sadness;i just feel so hopeless and lonely lately;0.929520116
anger;i feel like if i dont like something that a person wrote that they will get offended;0.910750106
sadness;i like to keep it to hand and spray the very light fine mist several times a time when i can feel my energy starting to get low or my stress levels rise;0.935643034
sadness;i knew entering the race i would not be going for any kind of time goal but its still hard not to feel embarrassed;0.424459475
joy;i feel a little more inspired next week;0.009226361
fear;i wondered if it had anything to do with my imaginings about running into traffic when i am feel distraught but i was not distraught at the time lily i was enjoying my elf;0.138725985
disgust;Grovelling people.;0.399024687
anger;i was feeling impatient;0.281323643
joy;im hoping that well feel more relaxed as a lot of the normal aspects of a wedding arent happening;0.692848787
joy;i let the water pour down between us feeling the delicious warm flow lubricating us but not cooling the heat;0.331596214
disgust;A striking act of ingratitude at a public vehicle.;0.235852346
sadness;i cant figure it out but something feels fake;0.062372293
sadness;i ended up crying alone on my bed and feeling really devastated;0.891069251
surprise;i woke up feeling rather dazed;0.051992149
anger;i must inform that he is kind of a player so please don t feel offended;0.749346849
fear;i feel inhibited around all these people we know;0.422622844
disgust;"When I knew that a person who I didn't like, had about me other 
feelings.";0.042052722
fear;i feel terrified alone;0.490947368
surprise;i feel kind of weird maybe just a bit of homesickness and the silence;0.134073797
surprise;i usually dont go places alone because i feel its strange to be alone;0.122894204
anger;i feel selfish feeling like;0.424909347
anger;i was already feeling irritable due to my lack of sleep i treated myself to a trip to starbucks;0.365084067
disgust;A boyfriend with whom I split up with came over to a friend's house where I was visiting with a male friend. In a confrontation in another room he tried to find out if I was aroused by my friend by feeling my parts.;0.376474601
disgust;Hearing of a filthy situation over the phone.;0.346219063
disgust;"Seeing persons spending money in a shopping center with 
completely indifference to the misery reigning in our country.";0.854326879
anger;i creep factor that effectively emulated the feel of cold war hysteria and the threat fear of communism note the use of red in the production that was a prevalent theme in the book;0.162406416
surprise;i remember feeling stronger and faster week after week of training and by the time we reached the weekend for our tune up run i was curious excited and only slightly nervous;0.092989379
anger;i go to a restraunt with my mom i always feel like appologizing to the servers for how obnoxious she is;0.057494434
surprise;i should feel curious as to what it is he saw;0.584001556
sadness;i havent done my eye make up i hate anyone seeing me and i feel nekkid that sounds really vain but i just think i look horrendous without it;0.286164507
anger;i feel what i feel im stubborn nothings going to change that;0.453924202
disgust;When my father revealed inconsistent morals.;0.081843516
surprise;i feel impressed that i should share my thoughts on the choice that we have in this election;0.369931515
disgust;"I happened to see two boys fighting, one of them fell down and 
hurt his head. The other one used this to spank the head of the 
boy on the ground.";0.186454939
surprise;i feel so surprised la;0.832168971
joy;i feel the babe moving at my back reminding me that carry a precious burden and to engage in a fight won t be a wise decision;0.979177697
sadness;i just feel kind of completely defeated today;0.706576703
disgust;"At a party I saw two persons having a fight. The aggressions and 
the hate between these persons produced an unpleasant impression 
on me.";0.56959236
disgust;"There was a cat on the street. It had been run over and its head was 
open. We passed beside it.";0.979612179
sadness;i would feel defeated when one of my little people did;0.581395385
fear;i feel pressured because i have a lot of non academic related obligations;0.985969032
surprise;i feel strange from yet another surprising twist of irony;0.027090013
fear;i cant help but feel so anxious;0.945412068
disgust;"When we were young, a friend of mine tried to dissect a frog while 
we were playing near his home.";0.607659254
joy;i feel joyful and yet so very sober;0.584804678
joy;i dont see how he is more superior than i am nor does he feel any more superior than me;0.943926575
surprise;im driving for is what everyone feels impressed with;0.901245415
disgust;"Once I had to clean a lavatory which was obstructed. It was in a 
friend's country house and there was nobody there to help me.";0.364346361
fear;i feel restless pagetitle you me and pretty much everything else;0.993745515
disgust;"I am disgusted with my sister's husband. On an early Sunday 
morning after having knocked at my door, he suddenly rushed in 
and finching me still in bed he began quarrelling about 
something. I could not understand. I heard his last words: ""Don't 
stare at me so because I'll beat you in your bed"" I got up 
terrified and a thrashing followed.";0.538619115
fear;i have been working hard to practice gratitude most especially in the moments when i feel overwhelmed by it all;0.161288769
surprise;i started feeling funny last monday i just knew i was pregnant;0.36134267
fear;i am ive waited since before pm in a line outside of cold chicago to get the best spot no photopit of course and after three songs i feel endlessly tortured by looking at all of the shots i cant take;0.9644568
fear;i feel doubtful of my journey here;0.713522951
disgust;"I felt it when I saw a colleague of mine eating like a beast. At 
the same time he was making gestures, speaking and making the 
hell of a noise.";0.577512992
sadness;i feel like no guy would ever use the term disillusioned asshole but that could be just that i have only been told this by girls in the past;0.134946555
surprise;i moved into the new place the day after this happened and was feeling kind of stunned so i couldnt come up with a way to splain to my new landlord that id just lost my job but was sure id have a new one soon;0.481771631
sadness;i love what i do but every year i have my moments of feeling disheartened;0.078182763
surprise;i cant tell you how many times in the past years when i am at some sort of gathering that im new to my surroundings i feel funny but also different;0.903917603
joy;i was picked on alot and embarressed alot which lead to my anxiety i feel i dont trust groups of people i dont trust smart assess i have a hard time trusting anyone to be honest even family all because of these bad experiences;0.200019373
anger;im feeling pissed off and abandoned;0.902253825
anger;i came into my senses and thought i had to do something before he could feel my cold hand touching his;0.682767428
anger;i was already beginning to feel very very agitated so i started to rant;0.650021482
fear;i get to go to mass every day and that i met the super kind people at my church but sometimes when i m feeling terrified and alone and when i want to die to end the pain of abandonment of being tossed aside like garbage after years of marriage nothing and no one helps;0.352734173
joy;i feel really fab;0.690896928
fear;im not as mad and upset as i was on day but i feel scared now;0.681185382
fear;i know the feeling of being insecure and the fear of rejection becoming a label you can t scrub away;0.601777937
anger;i feel this gnawing ache inside when i see friends becoming foes for petty issues and so unrelated to friendship;0.770888103
joy;i feel like people always say when im rich ill do this or when i get a record deal ill be happy fuck that;0.875133344
disgust;"I was looking at a one-man show on television. He told very 
disgusting things so that I started to be disgusted with it. 
(Later on it proved that this was his intention).";0.79284276
surprise;i am completely flattered but it brings me full circle to what i said earlier about feeling strange;0.033270348
sadness;i was feeling rejected that the manifestation of what i knew i deserved came into my life;0.508446483
surprise;i knew that mila was an android but i still couldn t help feel shocked and amazed when it was revealed to her;0.547221745
surprise;i feel our outlet is been discriminated against and the funny thing is that we live in a world that is very diverse with so many people of different backgrounds;0.972441008
anger;i wanted to say it to point out that im not still stuck in a deep hole of confusion feeling tortured and im more confident about my plan of doooooooooom;0.945817419
fear;i found myself feeling frightened that i would die in a th year anniversary attack;0.491311949
joy;i had not been in a convertible in many many years and the feeling of the wind in my hair was so wonderful;0.235898504
fear;i feel anxious about being good enough;0.299463354
anger;i feel it savage skulls remix;0.929948305
disgust;When I see people who have no sentiments.;0.760315658
joy;i feel ecstatic amp think everything can be achieved;0.40117621
fear;i was feeling unsure about this since i was feeling so much pressure;0.215869079
joy;i cant help but to imagine myself wrap in those precious masterpieces feeling cool and warm at the same time getting excited for no reason and get a boost of confidence even though im actually a life coyote cartoon;0.887742091
anger;i first started being a missionary it was hard hard to adapt to the schedule hard to understand the language hard to speak the language hard wanting to do more more but being unable to i feel even now very impatient with myself is this normal or i am the only one that feels this way;0.016071246
fear;i walked to the side gate walking pass the canteen from far i saw a dude quite tall but i couldnt see his face because i wasnt wearing my specs until i walk nearer its him the one i used to love the most i feel distressed;0.212131183
disgust;"I visited a place in Morocco where they worked the leather. I 
saw the skins emerged in a liquid which ressembled putrification.";0.42163354
disgust;"I heard part of a conversation in which one talked very low about 
women.";0.710158925
joy;i do feel that some of the most admired campgrounds of colorado are like this;0.160707758
anger;i hear you but i would love to be able to sit and meditate without feeling antsy falling asleep or just distracted;0.198801752
joy;im feeling quite mellow;0.527756094
sadness;i did leave school feeling defeated on more than one occasion;0.440866614
fear;i began to feel anxious;0.437806031
joy;i guess ill really find out when i get the grade but for now i feel bouncy;0.914714098
anger;i feel agitated with babies being pushed around constantly in car seat stroller combinations vs;0.670835033
surprise;i feel it change is all around me and i m pretty surprised with what it brought to and subtracted from my life;0.342653006
anger;i on my own feeling so disgusted at same sex marriage;0.578006496
surprise;i feel its very underrated and im surprised it has yet to take off;0.674879272
surprise;i don t feel funny i don t feel like i m relate able for others and i don t feel like i have anything worthwhile to contribute;0.273152338
joy;i had an overwhelming feeling of not wanting to live there of being glad that i left and feeling confident in my decision to move;0.709065184
anger;i feel im being bitchy and not seeing my parents for a while has gotten me a little depressed;0.781711236
sadness;i had basically chopped them down with a machete which could both leave him feeling rejected and leave me with the opposite of what i want;0.665165799
anger;i feel resentful at myself for not being ok at months i feel like i am failing myself and others when i struggle;0.401580531
joy;im obviously having a very difficult time with this new diagnosis as i feel like all odds are against my sweet tiny little guy;0.398552597
fear;im feeling less frantic;0.655739967
anger;im feeling stressed about this more than i should;0.568924106
anger;im not really feeling bitchy i just thought that that picture was incredibly bizzare and i wanted everyone else to see it too;0.548058269
anger;im becoming cynical in my old age my birthdays in two days and im feeling aggravated by circumstances;0.006348459
anger;when peoplepress analyze a particular newsworthy item cal football team which i am a member and can only see the situation in a bad light and always put the team down;0.802036835
joy;i feel accepted and supported;0.169435029
joy;i received about my initial feelings on browne coming from respected practicing psychics nonetheless;0.584984794
sadness;i feel so dumb and stupid;0.656789328
joy;i was feeling really cute and happy for church on sunday so i thought itd be a good time to take a belly picture;0.411574557
anger;i feel a gun is to dangerous and so is a police baton but the baton would be ha;0.452757055
surprise;i couldnt help but feel amazed at where we were;0.396780867
sadness;i feel very bad not because i feel sick but because i am missing training;0.696768986
sadness;i leash them up exasperated and cry a little feeling beaten at the game;0.174595138
fear;i always feel hesitant to answer these types of questions because i almost feel like it changes daily to what i may think god is leading me;0.323921875
sadness;i to see bracken feeling miserable this is definitely the most miserable hes ever been and were really grateful he hasnt been sick very often;0.788120009
anger;i feel anger when i see a parent beating and punishing his child in the street recently i was a withness of a similar case;0.124694286
surprise;i feel impressed by her ability to know her own mind at two and three;0.211998045
fear;ive been feeling scared and worthless;0.927000244
sadness;im here feeling miserable because i simply miss those times so much;0.671622841
fear;i know thats wrong and everything but if she were attractive i would be feeling suspicious;0.497165511
anger;i am also glad that i have a strong enough relationship with my husband that i can express when im feeling mad or bad or sad;0.352757786
anger;i can feel resentful and angry and have trash in the kitchen or i can feel resentful and angry and take the trash out myself;0.832285135
disgust;Encouter with a prostitute.;0.62126425
surprise;i come to set and look at what were doing for the day and i see whats written i feel like im just stepping into something amazing;0.694256959
joy;i feel my life is totally in ecstatic chaos;0.980352894
disgust;My friends and I were sitting at a restaurant. We were talking and a few of them said awful things about women. I became disgusted by their narrow-mindedness.;0.327284921
surprise;i miss opening my mouth and getting lost in the notes and feeling quietly stunned that such sound is coming from my throat;0.965644198
sadness;i feel very humiliated angry at myself on those days;0.413096129
surprise;id got caught by the rain walking in and my hair had been completely flattened so i wasnt really feeling the beauty of it all very much that funny little brummie who looks like sting came up to me and said yow look like a drowned rat yow do;0.153729665
disgust;"When my parents behave very ""witty"" towards me, they make insipid 
jokes about which they laugh. Or my mother who treats me like a 
little child.";0.141194954
sadness;i do feel while looking at the needy children around the world and rightly so we don t become farsighted and forget to address the suffering of children right in front of us;0.804270595
fear;i feel weird writing about food stuff when there s so much going on;0.417691745
anger;im feeling sarcastic hahaha i just;0.868434681
surprise;i confess that this saturday ill be returning to my high school for the first time since i graduated in and i feel weird about that;0.592621457
fear;id rather not have any hope at all than feel so indecisive;0.499535965
sadness;i hadn t forced myself to notice these things i ve been ignoring then i would probably stay stuck in these patterns and eventually feel extremely unhappy;0.146546903
sadness;i was exhausted and sad and feeling worthless before i was even years old and this was just the beginning;0.290955295
disgust;"I felt disgust when I realized that I had eaten something fatty, 
and vomited too much.";0.302192937
anger;i dont know if it was the end of year stress or that i was not sleeping at my home or that my work colleagues banded together to irk me but i was feeling very unfriendly and foul mouthed last week;0.74189376
joy;i think steve thinks because i dont complain much about how i feel that i must feel wonderful;0.992572261
fear;i feel a little shaky but in a good way;0.096684614
disgust;When I saw an insect going up my arm.;0.551356192
fear;im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen;0.544923807
disgust;"I felt it today when the bus driver shouted rather indecent words 
at a man without any reason whatsoever.";0.247101356
anger;i am feeling really stressed out at home i will get into the pose and just sit for a few minutes to gather my thoughts;0.60537008
disgust;"I feel disgust with some people when I see what they are capable 
of, including lack of any dignity, when trying to find a seat in 
the tram.";0.06853312
sadness;i feel heartbroken for them;0.606264278
disgust;I was on a walk with my child when I met a drunk woman.;0.48097327
surprise;i actually go to the show i didnt feel weird or out of place at all;0.775847466
anger;i was just feeling irritated;0.161056536
surprise;im feeling a little overwhelmed here recently;0.652962104
anger;i want to apologize because i feel that i have really been bitchy toward you for the past two days;0.178391086
joy;i feel happy about the outcome of this long election and im glad its over;0.873512524
surprise;i hate how they are sometimes and they do exasperate me more than i could ever be exasperated here but why do i still feel most at ease amongst those strange chaotic violent corrupt yet curiously happy creatures;0.82906321
surprise;i am back in the groove and feeling amazing;0.871955452
fear;i think shell share the way i feel why am i tortured by our love in dreams only to wake up and realize it wasnt real;0.380521396
fear;i avoided telling the jews of israel how to do the important things in life before i made aliyah and brought my family to jerusalem so too i feel reluctant to give mussar ethical advice to the jews of the diaspora over the important things in their lives;0.104613383
fear;i woke up at dawn with a stomach ache feeling shaky and sick;0.431652832
joy;i come back to in order to feel safe;0.592682057
disgust;I didn't do very well on a midterm and I'm disgusted with myself because I was prepared and thought I did well.;0.787448315
surprise;i feel that i am perpetually surprised and ive been ignoring it because it disrupts a convenient label that ive been using to protect myself from certain thoughts or actions;0.211323517
joy;i feel the kicks and get reassured by them wiggles is actually in trouble or worse;0.652420792
fear;i would like to say that i feel personally threatened it is clear that the rose city antifa is a prototype of a black op militia that could escalate to violence at any moment;0.634586737
fear;im feeling a little apprehensive as we come near the time we go back to mayo clinic;0.310757817
surprise;i feel guilt that i had been too shocked to form cohesive thoughts and verbalize the questions that were in my head;0.549853623
disgust;"When I was watching some scenes from the Bertoluchi's film 
""Twentieth Century"".";0.2745368
disgust;"While watching a film of an experimental operation on a cat's 
brain in which the cat had metal pieces protruding from its eyes, 
mouth etc. to keep the head stable while being cut open.";0.52949988
fear;im feeling scared or stressed or anxious theres not always a lot i can do to snap myself out of it;0.901271029
fear;i and merging into that as we discussed or feeling i am helpless and god is omnipotent and only by dedicating completely on him can i feel safe;0.689156013
disgust;"A friend once reacted childishly (he is 23 yearrs old) to my not 
responding in his favour to a request, that is: he asked me for 
some money I refused, and his reaction was quite childish.";0.161366702
fear;i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside;0.193284639
surprise;i feel impressed by the tailor made type of basket to comofrt child to sit or stand;0.607052802
sadness;i felt just as you described and was feeling really discouraged;0.587601478
surprise;i love the smell feel and look of all these living plants and think they are amazing;0.472953622
anger;i feel as if ive been wronged;0.477177811
fear;i times has two aspect to have given me feeling uncertain very greatly as for;0.354608331
joy;i woke up this morning feeling fabulous;0.459130757
anger;i feel like going violent on everything right now rip apart the room to see how people will react;0.19055797
joy;i do not feel cute and sexy in dresses;0.183871799
sadness;i feel like such an awful person for still dealing with my ex;0.841574081
anger;i might feel annoyed;0.794617764
anger;i remember feeling annoyed and a little vengeful due to some recent events and that had put a damper on my desires to truly love mine enemies;0.698242919
sadness;you ignored the fact that we could not hear you at the back;0.381348085
joy;i just feel lucky;0.473719032
fear;i feel terrified and scared in social situations and thinking about what others might think of me;0.788054613
sadness;i started feeling numb relief;0.783462494
sadness;i was in a dark place feeling hopeless about life and i even kept getting these horrible reoccurring dreams that the head of my once upon a time i could have said my department is chewing me out and saying i will never be good enough to the point i wake up crying;0.619480019
joy;i try to be nice though so if you get a bitchy person on the phone or at the window feel free to have a little fit and throw your pen at her face;0.534939574
surprise;i feel now reminds me of the very funny novelty song by alan sherman called hello muddah hello fadda based on letters he received from his son complaining about the summer camp his parents had sent him to;0.379093235
sadness;i feel i am too s xy to be ignored;0.763495253
joy;i felt so at home and i was able to relax and feel joyful and just really feel like me for the first time that i can think of in a really long time;0.857869114
surprise;i get this feeling a lot so i wouldnt be surprised if i did;0.367974481
surprise;i have tested every one of these techniques in real life situations literally hundreds of times to develop the very best ways to break the ice and set up a conversation that makes her feel curious about you and attracted;0.801504282
surprise;i am feeling curious and a little sadistic;0.806408882
joy;i feel more elegant older amp sexier;0.637444822
fear;i feel like a frkn can of soda thats been shaken times ready to explode;0.278815095
fear;i feel uptight and anxious mad and depressed i hear voices behind me that whisper and mock no one smiles when i smile no one listens when i talk i don t sleep well at all cause i think of my job and i dream i m attacked by an unruly mob is there some kind of name for the trouble i ve got;0.398220655
disgust;"I assisted to a scene where the police attacked a person that 
didn't have his documents. The savagery was too much, and the 
attacked person bleeded to much.";0.261553544
anger;i dont know i feel grouchy and anything thats not done the way i usually do it makes me snap and practically kill anyone around me;0.828711989
surprise;i feel that since ive had all these strange feelings sensations;0.784516719
sadness;i feel so stupid that i realise it so late;0.453915725
sadness;i suddenly began to feel ashamed;0.30288291
fear;i could feel the muscles in my feet and legs working but rather than a frantic set of spasms to correct imbalances it was a gentle series of contractions helping to keep me stable;0.046223003
fear;i feel unsure and lost and don t know what to do anymore;0.866246172
joy;im feeling pretty relieved about how things went on november especially since the democrats held onto the senate;0.053226183
sadness;i try to return to it i feel like i broke up with a boyfriend and don t know how to get the relationship back on track;0.338088994
disgust;"At my father, when he yelled and accused my sister's friend (over 
the phone) of doing something he didn't do, or know anything 
about.";0.986274978
anger;i feel like im being taken advantage of and on top of that i am really bothered by my boyfriends sloppy behaviors;0.701930515
fear;im feeling uncertain about my results;0.672573495
fear;i was thinking about death;0.323262335
surprise;im sitting here typing this and im sore and tired and feel kind of dazed yet theres this sadistic part of me that cant wait for tomorrows workout plyometric cardio circuit;0.617610342
fear;i am getting very old and sentimental or maybe im just feeling a bit vulnerable at the moment but this one made me blub;0.951468867
sadness;i feel dull and gross which encourages me to drink more coffee;0.704662701
fear;i do not have to feel pressured at the holiday time;0.087283511
anger;ive been feeling angry sad happy pissed off lonely disappointed useless and very very confused;0.738622755
surprise;i have a feeling even barack obama is surprised by how much he has been able to accomplish in tearing america down in less than six years;0.745085546
fear;i said to her and she said you feel shy so hard to look to buy clothes she did not dare to;0.947098452
anger;im pushed around i feel resentful and angry and thats why i yell;0.975583556
sadness;i have been feeling as if god has been showing me some ugly ugly traits that i carry around;0.590423715
joy;i feel like im sorta pressuring her to go but she reassured me that she does want to go;0.422364908
surprise;i was feeling like i was i was curious to see how my steps with jj would go;0.784200965
joy;i feel invigorated and more independent;0.276819315
surprise;i wanted to write about in slapping clark gable but im feeling today like i live a completely ludicrous existence;0.337858229
anger;im feeling spiteful heres the twilight breaking dawn trailer that has a href http www;0.106777491
anger;when my father did not get back from chipata on time;0.55087074
sadness;i feel submissive days of the week but occasionally i get really really submissive feelings;0.708155578
