text;emo
i landed at the reagan airport feeling pretty good;joy
i can see changes on my legs they have slimmed down a bit but i feel a little disheartened that its not that visible;sadness
my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying;sadness
i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon;sadness
i feel a worthless maid;sadness
i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down;sadness
i could say that will make anyone feel better than actually reaching their goal themselves;joy
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away;fear
i almost fall asleep but i feel so awkward sleeping beside her;sadness
i feel blank and at a loss but hey that s old hat;sadness
when people harrass me i feel oppressed by their behavior;anger
i am going to be a little selective about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite;joy
i dream i feel like i am finally not burdened by all of the things that i feel just crushing me when im awake;sadness
i am feeling incredibly restless;fear
i feel so enraged that i want to punch him but i don t because he s only years old;anger
i feel all submissive;sadness
ive been feeling really pumped about running again this is very strange;fear
i didnt feel discouraged or depressed though there are always challenges to be sure;sadness
i landed in dubai that i started to feel ok about coming here;joy
i feel more useful;joy
i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s;joy
i feel contented small old rich tired and happy;joy
i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened to the bones what do you want of me;sadness
i wish i could help take the pain and anguish these families must be feeling innocent children killed while in school where they should be safe;joy
i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links;anger
i tired of hearing of these unique communications special feelings and how sincere you are;joy
i feel so blessed to have been able to help;joy
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness;anger
i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous;anger
i feel really discouraged and hope is the only thing i have to hold onto;sadness
i also feel vulnerable being left on the bed in virtual silence;fear
i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow;joy
i feel intimidated by the wide open design and therefore find it hard to write;fear
i feel like the awkward year old i was and some days i really feel like a grown up;sadness
i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced;joy
i have faith but don t feel convinced that its if i am on here asking questions;joy
i feel that i want what i need and know that i just need to bleed in this fucked up world of my own;anger
i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world;sadness
i could soon feel quite rejected;sadness
i just can feel so pain but nothing to do blank and speechless;sadness
i feel honored or insulted;joy
i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it;anger
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me;sadness
i feel like a useless bastard;sadness
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society;anger
i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now;joy
i feel like this never get impatient around sharp objects as it will inevitably lead to tears;anger
i don t think i could feel more idiotic if i tried;sadness
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind;anger
i think guys who feel need to compensate do it by being obnoxious;anger
i feel shitty as fuck;sadness
i feel so invigorated by the sunshine;joy
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out;fear
i feel like i m accomplishing something and when i feel passionate about life;joy
i feel a strong connection with another human being and i want to spend more time with her;joy
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened;fear
i feel all glamorous;joy
ive been feeling jealous lately of bloggers going off to author readings and book si;anger
i feel so doomed for my botany lec finals later;sadness
im re reading that sentence and feeling foolish;sadness
i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils;joy
i came away from this evening feeling very rich that i have a friend down the street that is so very close to me;joy
i came back and for some reason my mind feels blank;sadness
i feel like i want to punch him in his handsome face;joy
i do when i feel guilty a href http douevenlift;sadness
i had an incredible feeling of frantic despair;fear
i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development;anger
i feel like i have gotten rejected by him over and over again from the time i have met him;sadness
i feel optimistic that he ll settle in before too long once we ve arrived;joy
i am feeling a little stressed but seriously i have no one or nothing to blame but myself;anger
i feel im being violent is i say no im not going to accept that and here are the consequences;anger
i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me;joy
i feel have been convinced by many factors in our culture of a kind of cooking mystique;joy
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me;joy
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife;joy
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue;anger
i feel honoured that she has chosen to share this with me;joy
i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous;joy
i feel sad i will just ignore and pretend i dont feel anything;sadness
i feel cared for and accepted;joy
i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time;joy
i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction;joy
i feel lucky that i have an awesome life and family even though i belong to a middle class;joy
i am feeling very shaky;fear
im feeling unimportant or sorry for myself not at all;sadness
ive heard stories about julie baileys treatment before now but this is the first time i seen anything in print and it makes me feel deeply ashamed that someone who stood up neglected nhs patients and their families can become so isolated in her own community;sadness
i was feeling rejected and sad;sadness
i feel satisfied with it;joy
i still feel completely accepted;joy
i didn t binge at all during the weekend and had more energy to clean the house something i had put off for weeks even if these pills didn t really make me lose any weight i wanted them because i hardly felt the need to eat and didn t feel totally and completely exhausted;sadness
i love you to me actually made me feel dismayed and disappointed;sadness
i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else;joy
i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made;joy
ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal;sadness
i continue to spend hrs into not feeling envious can i really do it;anger
i come home i am usually feel drained and exhausted;sadness
i still managed to feel tranquil and appreciate this archeological wonder;joy
i was also feeling unimportant;sadness
i would probably dine here once in a while especially if i am feeling rich which i dont;joy
i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life;sadness
i feel it is wholly positive;joy
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak;anger
i feel to have the honor to be this precious little girls mother;joy
i feel drained at least now i have something to look forward to;sadness
i regret it because i feel shitty that i cant enjoy things if im alone i ended up seeing my brother afterwards who was in baltimore with his new girlfriend and wanted to see me as well as introduce me to her;sadness
i feel discouraged why should the shadows come why should my heart be lonely and long for heaven heaven and home when when jesus is my portion my constant friend is he oh his eye is on the sparrow and i know he watches watches it over me;sadness
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable;anger
i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful;joy
im a little concerned that ill look up one day and all the leaves will be on the ground and ill feel like i missed it;sadness
i feel horrible now as a result;sadness
i can never fall in love with anyone because my feelings make me too dangerous;anger
i feel satisfied and happy with my choices today;joy
i am breathing well and feeling quite lively and upbeat;joy
i feel a bit mournful since i read a bulletin of one of my myspace friends;sadness
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long;fear
i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years;joy
i instantly feel rejected;sadness
i feel really wronged in fact what hu jia did is good for society;anger
im kind of feeling nervous and anxious about all the shit i have to do today;fear
i make the trip i feel a strange combination of excitement and dread;fear
i am certified via ace and i love what i do but lately i feel like a fake;sadness
i execute the trick and work my dishwasher magic i feel so clever;joy
ive posted a blog and i feel like thats unfortunate;sadness
i started feeling my back aching especially the lower back;sadness
i feel for these kids because you know theyre talented but i think one of the things with the whole american idol deal is that they grab a hold of you and you do what they tell you;joy
i just don t feel like having distraught parents breathing down my neck;fear
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick;sadness
i can t show my feelings well to my family and to the fans either;joy
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds;joy
i feel a little isolated being in my house all the time;sadness
i feel troubled i guess would be the best word for it;sadness
i feel he has been quite successful at achieving his vision;joy
i feel bashful under his teasing scrutiny;fear
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself;fear
i vividly remember feeling so offended that she would even dream such a thing could be a choice;anger
i am very i feel very privileged having said all that i am very privileged;joy
i just feel weird doing it but i want to make sure he feels loved in there;fear
i wouldnt feel uncomfortable wearing it at work;fear
i was feeling a bit disheartened until one of our black belt instructors at the dojo richard and i own asked why let anyone else set your destiny;sadness
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to;joy
i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them;fear
i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up;joy
i are another reason why foreign tourists feel reluctant to drive in this island;fear
i wasnt feeling too well;joy
i kind of feel lame but still dont regret coming;sadness
i notice myself worrying about him i push that feeling away and replace the thought with something positive or remind myself to let go its out of my control;joy
i feel super behind in all aspects of my life i need to read;joy
i start to feel myself become irritated when conversing with him;anger
i remember watching it and feeling devastated because of the sheer familiarity of it all;sadness
i really appreciate his protectiveness and slight jealousy over my attention it makes me feel valued;joy
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer;joy
i feel violent or something today;anger
i just feel so awkward and i know i am awkward with them;sadness
i think it was what was making me feel weepy;sadness
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha;joy
i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course;joy
i feel a little bit weird;fear
i feel so damn complacent;joy
i guess these expectations of me being so goddamn perfect have made me feel afraid to change;fear
im just happy to be feeling something because for the last few days ive felt pretty;joy
i feel happy about myself hes the reason why i am where i am today;joy
i feel with aconfident heart i can be the overcomet that god wants me to be so i am eager to learn;joy
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky;fear
i feel more energetic and motivated;joy
i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me;anger
im feeling bitchy as hell tonight;anger
i started feeling festive a little early this year;joy
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things;fear
i feel lethargic unmotivated needy and frustrated;sadness
i am keen to incorporate more use of recovery tool and i feel that as a tool this can useful in allowing patient control over their mental health;joy
i have been feeling rather lonely;sadness
i feel it breeds loneliness and discontent and then we were onto the economy and recession and how stressful money and unemployment can be for people then she wanted to know what caused the recession and then the topic came to divorce;sadness
i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent;anger
i lived off lemon bars for a few weeks and then this weekend ate and ate and ate and it was all horrible food and now i feel and look and am horrible;sadness
i feel insulted to see anyone wearing crocs the fashionable shoe icon;anger
i feel so alone i feel like theres very few people who will actually listen to me;sadness
i feel like fake eyeglasses will make me look older and hell a little more authoritative too;sadness
i take it easy even when i feel well kind of what stasia has been saying;joy
i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures;sadness
i feel like ya allah im scared puff it was fun man then id an idea;fear
i really didn t know what i was feeling my mind was blank i was confused and numb;sadness
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered;fear
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment;joy
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed;sadness
i feel like the thing im most nervous about is having two kids;fear
i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time;joy
i meet men who feel insecure about women;fear
i feel sorry for those who use the ghd hair straightener it will not damage your own hair;sadness
i would feel boring rejected or just downright unlikeable;sadness
i feel homesick and miss my snobbish fluffy cat;sadness
i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them;joy
i go to the range i feel like im like russell crowe in robin hood or merida in brave;joy
i feel fucking terrific after;joy
i continue to add more so please feel free to explore and let me know what you think;joy
i went to work like normal and didnt feel bad in any way shape or form;sadness
im feeling aggravated listening to phoenix lost and found;anger
i feel a bit uncertain really shes a nice girl and good friend material;fear
i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything;joy
i feel very privileged not only in being able to share in her artistry but knowing she has my back;joy
i remember feeling as if i didn t belong and that i wasn t smart enough cool enough or even young enough;joy
i was feeling kind of discouraged because nothing happened;sadness
i feel the pain of this in ways that only a tortured ti could possibly understand;fear
i feel hopeful and will do my best to give it a go next week despite having dozens of final assignments to mark;joy
when my last years second semester results came through i was ecstatic;joy
id like to write something interesting right now but unfortunately i feel deprived of inspiration;sadness
i feel glad i can still teach him at home myself;joy
i feel more sociable these days;joy
i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace;sadness
im not feeling insecure this month im feeling full of oomph;fear
i can t hate too much because i feel like she s looking pretty damn flawless in these pics;joy
i began to feel a cranky feeling of why the hell do i do what i do;anger
i could feel the radiant heat of emanating from her naked sex reaching longingly for the probing tip of my hardness;joy
i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family;joy
i was not wrong to feel angry but i was wrong for what i said;anger
i did feel slightly shaky and had a headache;fear
i feel like im in a whirlwind and the next im trying not to be too impatient as i wait;anger
i felt a very distinct feeling that told me everything would be ok and that all things would ultimately turnout for my good;joy
i really feel like i have a lot to offer in this area i would like to focus on troubled teenagers;sadness
i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often;sadness
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken;sadness
im already feeling lethargic;sadness
i feel kind of vain when people tell me im pretty though;sadness
im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway;anger
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes;fear
i feel really comfortable in them;joy
i hope something magical happens today because im feeling kind of listless;sadness
i dont know where she gets her energy frombut i feel slightly shamed about how moody i feel when i havent slept well enough;sadness
i feel more like the manager everyday and i feel more respected by the day as well;joy
i feel like i missed out when i was younger but i was very active and would be much more content to go outside and ride a bike;sadness
i want to at least feel more intelligent and i believe becoming a well read person myself will help;joy
a study visit to a chicken factory the butchery;anger
i was hurt by this comment because it made me feel unimportant and like he wants to date many women;sadness
i feel so completely helpless to do anything to help those affected by the tornadoes that hav;fear
i have to cop out on feeling regretful;sadness
i just don t feel thankful rel bookmark some days i just don t feel thankful posted on a href http babychaser;joy
i remember moments of feeling lost or hopeless when i was younger;sadness
i write when i am feeling happy and childish;joy
i made the stupid mistake of saying i was fine the next day the last time my headmaster punished me and it only served to make him feel he had not punished me hard enough;sadness
i was feeling disillusioned;sadness
i was feeling very pressured;fear
ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world;joy
i feel a creative mind brings more diversity and new thinking to any job;joy
i guarantee that if im dizzy or feeling like im going to vomit for months i am not going to be a very pleasant person;joy
i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning;joy
i used to walk over to my neighbors and hang out with him while he worked in his shop but i kinda got the feeling i was unwelcome;sadness
i feel satisfied and not necessarily just forget the pain that she felt;joy
i said earlier he was feeling ignored ever since the baby came but is now getting back to normal as attention is given to him as well;sadness
i am suddenly feeling insulted while typing this down;anger
i feel depressed i feel like they would ve been negative because i hadn t been the most influential big brother;sadness
im trying to go on how i feel hopefully next time i brave the scales i will have been good for a few days and will see a nicer number;joy
i can t help but feel a bit miserable;sadness
i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces;fear
i feel so clever to have done that;joy
i can walk the entire grocery store without feeling like they re going to give out and the aching doesn t happen often anymore;sadness
imdoing good and its almost strange to feel carefree;joy
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business;fear
i feel so low and i havent felt this low in a while so it sucks;sadness
i absolutely love this skinny fiber it is doing wonders for me and i feel fabulous;joy
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels;joy
i provided dinner alcohol and a place to crash and all i got in return was the feeling of being completely unwelcome in my own apartment;sadness
im feeling so goddamn pissed and just;anger
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction;fear
i feel like i get easily distracted in making things and switch around to many different projects throughout a week;anger
i can have many kids but if there are too many my strength would not be sufficient and my wife would feel burdened;sadness
i knew yesterday that i was getting a cold but this morning i feel terrible;sadness
i hate the way mom and dad are to her i hate the neglect of her feelings and her needs as an intelligent child that are rampant in their parenting style;joy
i was feeling helpless as i could not explain it to him;sadness
i feel tortured a href http lawrencewashington;anger
i fuck with that coat but i really still feel like she doesnt know how to rock this swag so just looks a little lame trying whatever though;sadness
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable;fear
i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired;joy
i am feeling increasingly hopeful;joy
im feeling at my creative best rather than that of a student who has a deadline to meet;joy
i feel like quitting rugby because i am ignored;sadness
i start feeling resentful or overwhelmed it s a sure sign that i need mothering;anger
im sitting there with both boobs hanging out so why do i feel uncomfortable;fear
i am overwhelmed with the deep heart hurt that feels like an empty ache that starts in my chest and spreads through my soul;sadness
i feel assured that it was the right answer;joy
i feel all will be ok and that the blessings pronounced upon me will be realized in accordance to my faithfulness;joy
i can describe what happens to me is that i feel shaky;fear
ive been struggling lately whenever i feel like saying something between having a reaction to myself of oh julia youre so clever and witty;joy
ill be honest i feel almost as relieved now as i did when i first found out i was getting book published;joy
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend;joy
i learned the silent crushing pain of not being wanted and feeling i was unloved;sadness
i feel petty posting with my own complaints right now because its not like i was kidnapped when i was years old and forced to make easter creme eggs for the rest of my life;anger
i feel this triumphant pride as i stand at the counter like i am achieving some high level male honor because i am a female doing this a redhead to boot;joy
i feel jealous on sumthg tat i thk of;anger
i use this day and night and sometimes when i feel my face is really dirty ill use this img height id irc mi src http c;sadness
i feel their energy i feel a joyful sweet enthusiasm for life;joy
im a lover and a listener i just cuddle and listen and i cant do the cuddle thing so i feel a bit listless;sadness
i was feeling quite stressed wondering if he would be able to look after bb during my run and if not what was i going to do;sadness
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals;fear
im feeling hopelessly restless;fear
i feel less intelligent after watching this;joy
i feel like getting away from all the friendly tasty goodness that seems to abound in santa cruz including the unseen ambient pot smoke that always makes me so lazy i swear when i visit the laid back town a visit to the university s university of california santa cruz renowned a href http www;joy
i feel so special amp blessed to have my caring amp creative family;joy
i love lots of different kinds of sports and love hanging out with my friends in my free time i also have an unhealthy up session with greys anatomy im feeling ecstatic about being in ty;joy
i did not feel its strange effects no more;fear
i loathe it as a gamer said molyneux adding that it just makes me feel insulted;anger
i feel confident that my issue is being regarded with the highest sense of urgency;joy
im feeling like im also going to be uploading some more of my poetry on here just some lame stuff and lemme know if you guys like it;sadness
i hope no one feels im ungrateful because thats not the case;sadness
i do struggle i dont get anxious instead i feel that much more determined to succeed;joy
i am feeling a little uncertain about my skills in the birthday party arena;fear
i feel your pain when it comes to representing ungrateful clients;sadness
i didn t have feelings for them but seriously after a while how do you feel love for someone who treats you with such disregard i was faithful and loyal;joy
i feel needy and cagey during this wait for leaving to practice my new self in my old settings;sadness
i got my eyebrows waxed the other day and i feel glamorous;joy
i feel incredibly damaged by the way he behaved towards me and i am not prepared to be treated that way by anyone else;sadness
i will continue to struggle with experiencing normal feelings and the sense theyre chipping away at precious time;joy
i was feeling like garbage all day allergies but im glad i didnt last minute cancel;joy
i never feel that popular;joy
while cycling in the country;fear
i once knew a quaker who announced quite excitedly that he was feeling absolutely wonderful because for a period of about a fortnight nothing much had been happening in his brain;joy
i had been feeling like a lost duck because experiences in my life have aged my soul faster than my physical age and i didnt have many who understood;sadness
i feel absolutely shitty;sadness
i am feeling terrified anxious excited and apprehensive among a million other things;fear
i started to feel dissatisfied by the ease and convenience of it all;anger
i felt disgust of dirty;anger
ive been watching some episodes of quantum leap recently a show ive always loved and it suddenly struck me today thats exactly how i feel if you are so unfortunate as to have missed out on this show it focuses on a character named dr;sadness
i wont feel sorry for leaving you behind;sadness
i never feel ecstatic or bouncy or anxious;joy
id love to hear how any of you handle these types of situations as well so if you have any stories of your own feel free to share;joy
i am months into the medication and i feel fantastic;joy
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen;fear
i feel like that little boy with no sense of value perpetually doomed to keep breaking all that is valuable in life;sadness
id gotten past the whole oh gawd im so humiliated i didnt feel humiliated;sadness
i feel as messy as my room;sadness
i feel so miserable i wish i were dead;sadness
i really appreciated this even thought i m not christian any type of prayers are welcome and i d been feeling so lost and so out of it;sadness
i feel frustrated for her when i read those chapters;anger
i sometimes feel inadequate as a mother feeling like im failing him and still second guessing my parenting skills;sadness
i feel like i ve been beaten up by an american footballer then run over by a london bus;sadness
i love comments so feel free;joy
i wasnt alone or crazy for feeling so disheartened;sadness
i feel hopeless and bored;sadness
i managed to put a stop to all the things i had been doing that left me feeling regretful and miserable everyday;sadness
i feel so extrememly bitchy today that ive done something i have never done in my years of life;anger
i feel so pissed and i feel like sleeping s;anger
i felt overly hopeful last week and now i feel like i am more resigned to waiting the next week or potentially longer;sadness
i said i feel like im on the verge of very messy;sadness
when my boyfriend last told me he loved me after i gave him an impulsive kiss;joy
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished;fear
im feeling you up grumpy;anger
i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness;sadness
i could look up the coordinates of the cave but im feeling adventurous and decide to find it myself from tibris directions;joy
i don t discuss even my feelings for beloved with anyone;joy
i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning;joy
i feel stressed he gets upset for that too;anger
i feel like more people should be brave enough to speak up against the non standards of the self publishing market because all the authors i know work so damn hard and they deserve better;joy
i feel that youve got to be fearless as an artist because there have been times when i think im the only one who believes in me;joy
i feel disturbed today;sadness
i feel sad about it;sadness
i suspect i was also dealing with caffeine withdrawal but i think i have now figured out a system of eating which works well for me and i feel fab;joy
i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest;anger
i honestly feel at heart we should be faithful to each other if its yo girl;joy
i got up this morning with a heavy burden in my heart feeling a bit discouraged and questioning god about certain things that still are not clear to me;sadness
i wanted everyone no matter what their lifestyle to feel a little bit glamorous;joy
i was going for a sort of handheld cam feel lol that i was just delighted;joy
i feel like you will be completely satisfied with the results;joy
i feel tortured and sickened exactly the way i felt the last day of lances leave;fear
i feel like my valuable college years are being wasted in daily routine;joy
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway;fear
i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake;joy
i kept feeling enraged that she was in too;anger
i think the sooner we do the better well all feel greg im already in a distressed mood mom;fear
ive been feeling very mellow this evening;joy
i feel awkward speaking to a native now;sadness
i don t feel rejected or abandoned which speaks volumes to the expansion of my self worth;sadness
i am feeling regretful and i apologise;sadness
i am feeling so much love for my own mother and appreciative of all that she has done for me;joy
im so damn tired and i feel a little grouchy;anger
i feel so contented just by relieving the scene in my mind;joy
i imagine is how this woman at the breast clinic had been feeling and how unfortunate that something like this did happen for her;sadness
i tried to answer as generally as i could but ive been struggling with my work lately and feeling pretty morose;sadness
i may feel relieved or satisfied but i am probably not having fun;joy
i feel like this way i would be less bothered;anger
i cant help feeling ugly;sadness
i questioned myself wondering why didnt i feel jubilant;joy
i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes;joy
i wonder if am i alone in the fact that i am able to identify my destructive behaviors yet feel doomed to repeat them;sadness
i am small people think i should feel amazing in a bathing suit;joy
a father of children killed in an accident;sadness
i feel bad for anyone who has ever had to watch a game with me;sadness
i feel stubborn and strong and ready to fight this disease;anger
i just feel cold said rachel;anger
ive had little movie star tears come down but the way i feel is not relieved by that;joy
i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning;anger
i mention that im feeling cranky;anger
i have a wonderful mother in law who has in every way has been like a mother to me for years more often than not i end up feeling a bit melancholy on mother s day;sadness
im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us;anger
i know its been a long time and i feel so pathetic why i have to feel this way but i do;sadness
im definately feeling the change but im refusing to feel impatient about it;anger
i posted about feeling like a super mom because i managed to care for myself my children my fiance and my house for one day while working and on little sleep;joy
i feel worthless for letting it happen;sadness
i am a bit out of my comfort zone too and im feeling a tad apprehensive;fear
i feel like i smell pretty after i use it;joy
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable;fear
i no longer feel happy to score well;joy
im feeling more comfortable in the water;joy
i feel poles are most useful in pairs all price and stats in this review are for two poles;joy
i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well;joy
i couldnt bring myself to blog about it right away mostly because i feel absolutely humiliated and heart broken;sadness
i feel pained if people are making this kind of statement;sadness
i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way;fear
when i saw my family after a separation of one year;joy
i feel frustrated or impatient;anger
i left the place feeling heartbroken;sadness
i feel a bit devastated because i really thought this was it and all that ive been through for this relationship would be worth it;sadness
i feel that they are just saying these things because they dont want to agree with me and be rude;anger
i really went to cut it i feel it s unfortunate and broken hearted;sadness
i feel i am quite mad;anger
i was trying to catch the bus i explained feeling more than a bit dumb;sadness
i didn t feel like she was shy so much as taking it all in as her mother has described her;fear
i believe in luck and when luck is not on my side i feel beaten and sometimes upset;sadness
i am feeling it and it s really ok;joy
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable;joy
i actually feel like everything is going to be ok;joy
im feeling envious of my pregant co workers;anger
i should have been at the pub instead of which i stayed at home feeling morose and depressed;sadness
i can stay awake whole night feeling all energetic and stuff;joy
i cant help how i feel im sorry;sadness
i feel fooled played and now relieved;joy
i feel stunningly elegant tonight darling;joy
i feel lame i cant help but to shake the fear and i feel like im failing samuel by being afraid;sadness
i woke up feeling very distraught and aware of something terrible which will happen soon;fear
i do however feel a tinge of regret now that i know how its damaged my abilities to breast feed;sadness
i can feel what hes feeling but not quite because this is his own beloved brother;joy
i look forward to continuing this challenge and feel so appreciative for the boost to get my nutrition on a healthy track especially for my pregnancy the most important time in my life to be eating healthy;joy
i love the most about them is the slight cat eye shape of the lenses they instantly make me feel likeaudrey hepburn in breakfast at tiffanys so glamorous and of course that gorgeous case doesnt hurt either;joy
i stop learning or if i am feeling inhibited my performance flounders;fear
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person;anger
i get through feeling weepy about it sometimes i get resentful about it;sadness
